"HID","trainpred1","trainpred2","trainpred3","trainpred4","trainpred5","trainpred6","trainpred7","trainpred8","trainpred9","trainpred10","trainpreds_mean"
62007,NA,4.04277889119933e-08,0.647723976649613,2.57659371996666e-10,0.146942752187981,0.0406733199216319,0.104291147343781,3.17172874600295e-09,0.212730180348364,0.0977528133131018,0.138901581513517
62008,NA,1.4442858835145e-08,0.611079050069276,5.4223802916219e-11,0.062099175553554,0.0284117406846711,0.0201239724442395,4.60529013161604e-10,0.0622040626465759,0.0401894319089693,0.0915674942516552
62009,NA,2.68703519123131e-09,0.792072174222946,1.28952686788064e-11,0.0504452354874368,0.00923308157457824,0.00692936283826883,8.41557301779372e-12,0.0309697414816656,0.0251503780665272,0.101644441819974
62010,NA,1.11209714325659e-09,0.904678752039343,1.09743257531744e-11,0.0578571686685775,0.00541947832010149,0.00615475786955374,3.88853576151206e-13,0.0268968212996185,0.0241651481176725,0.113908014159814
62011,8.98457154033748e-07,1.33819108202004e-09,0.994813455883901,6.51435164471574e-11,0.340822487885033,0.0411394766641442,0.0446756839670061,NA,0.205000155465623,0.119161497283418,0.193957073001068
62012,6.27434475483525e-07,3.952615533077e-09,0.997948286718481,1.29123234982785e-10,0.500297780291932,0.10065906738975,0.0856542899872434,NA,0.318602811369827,0.232264529555512,0.248380821869884
62013,4.04413719702671e-07,8.01757749419414e-09,0.999273868594773,4.44754727288784e-10,0.702792939028128,0.325282045765816,0.135005347184244,NA,0.500733098264812,0.332116833561133,0.332800505030551
62014,4.94220598810548e-07,5.07919076925107e-09,0.99942462630759,4.79640745015195e-10,0.679145824421085,0.262809499634669,0.111483027282057,NA,0.652832803673959,0.408431290544093,0.346014174626987
62015,2.037819191736e-06,6.71464984052129e-08,0.999744897734741,1.04527657057293e-09,0.894122206381761,0.594630055778681,0.198127132601028,NA,0.927088174009004,0.597670636968804,0.467931689942776
62016,1.21560671338198e-05,1.87549272151499e-07,0.999897592298328,2.10905924886719e-09,0.95771615273311,0.755469836959112,0.236893827927065,NA,0.994517484880824,0.84113165821455,0.531737655415384
62017,0.000360008114546192,1.96163938447575e-06,0.999185647679027,5.63484096458439e-09,0.969917141160025,0.546629360609394,0.0576561443670881,NA,0.999202744476968,0.787076099327606,0.484447679223209
62018,0.00942969030400236,4.49599691083823e-05,0.980455369757985,6.68979738918391e-08,0.973618584944046,0.422046643682208,0.0258609242742451,NA,0.999447758145633,0.626061086338503,0.448551676034856
62019,0.0378045931229317,0.0034299776050968,0.00840050052167851,8.08130092404604e-07,0.746906918765294,0.109411544119958,0.159325578737561,NA,0.91178883723622,0.0572325000810908,0.226033473146658
62020,0.0694256011318506,0.928901257809998,4.79388579885646e-05,1.38667366059627e-06,0.0860835700539687,0.0190751212051611,0.0364949092860689,NA,0.00262915442613473,0.00869133275814816,0.127927808022553
62021,0.00384748838355047,0.988593713786201,0.00172257550103957,1.57595074249377e-06,0.239420605005298,0.282942046000716,0.0199782495621335,NA,0.000279801997051198,0.00192896812975676,0.170968336035165
62022,0.00408238419898481,0.946010803012244,1.24480600240017e-05,1.10951201103266e-06,0.00415975530412665,0.0299692176323527,0.00432829533133028,NA,2.16674091662554e-05,3.48335749086623e-05,0.109846723781683
62023,0.00115231999983882,0.119862682543478,1.89434067758746e-07,7.3393789019297e-08,3.7027072289989e-05,0.000799982383786558,8.76191374806296e-05,NA,1.76435306170826e-08,4.85523095039941e-07,0.0135489330145951
62029,6.80436512512024e-05,0.00733260605874532,2.16505240999731e-11,1.47570986690849e-11,0.000393873296761856,9.99754231568968e-07,5.09660429274108e-10,NA,0.00044205614248729,7.34299684480348e-08,0.000915294764390415
62079,NA,1.2022591552133e-06,0.00922235993326025,8.08014743365895e-09,0.24778872803486,0.00829051937489619,0.0703867616108619,3.01682010535858e-06,0.0211745861823231,0.0428985935624466,0.044418419539784
62080,NA,4.84061816499711e-06,0.0454609669839439,2.35885937496897e-08,0.666218330386561,0.0394697543160088,0.474736193457497,1.45128503613963e-05,0.0642396320210389,0.176214112801995,0.162928707447129
62081,NA,1.44799498410322e-06,0.0204097033976899,6.53822149287019e-09,0.276774934695582,0.0273420401761259,0.15060109594388,2.75991148301895e-06,0.0737461039168611,0.0661389410952124,0.0683352259633378
62082,NA,1.86978893395713e-06,0.0244013521781183,7.91231225899022e-09,0.150679537534555,0.0250787022784213,0.239455623747129,2.29312635580818e-06,0.070115858345859,0.103897574444921,0.0681814243729562
62083,NA,1.88420341369553e-06,0.069277259538377,7.88239157975594e-09,0.190409919107728,0.0354046094067719,0.455855353136839,8.18244764467285e-07,0.136067152091971,0.181339927129634,0.118706325637988
62084,NA,2.96087177519791e-06,0.196227444277257,1.01541084190454e-08,0.466301513438098,0.0697634321445682,0.785473723664914,4.50433784624986e-07,0.326886959230114,0.350676136070724,0.243925847809483
62085,NA,1.88257913438525e-06,0.638564924254788,9.03872912712436e-09,0.822306647315768,0.187541712511318,0.91974665111294,1.14607687795798e-07,0.599661740575571,0.556961899736718,0.413865064636961
