HID,Folds,BIO03_Mean,TN10P_IDW1N10,GSL_IDW1N10,TNX_IDW1N10,ID_IDW1N10,BIO14_Mean,BIO18_Mean,CWD_IDW1N10,RX1DAY_IDW1N10,WSDI_IDW1N10,PA
78158,4,46.870253,10.073226,313.482992,17.222895,1.778582,11.625881,738.590371,62.129644,76.552955,4.532087,1
78159,4,45.20589,10.105681,276.122012,15.654837,9.115516,10.687694,718.290115,68.48683,79.547994,4.316258,1
78207,2,90.038955,10.222307,365.0,25.312256,0.0,190.042832,954.321078,37.938845,87.428536,2.542517,1
78208,2,90.293049,10.191275,365.0,24.727288,0.0,90.209959,645.505789,42.431131,92.745978,1.819248,1
78209,2,89.52359,10.148833,365.0,24.437334,0.0,116.673567,566.683816,48.72508,98.192655,1.76712,1
78210,2,87.589793,10.149181,365.0,24.539378,0.0,105.184343,493.036484,51.518591,99.05844,2.170788,1
78216,3,71.697198,9.811299,365.0,27.692673,0.0,37.4873,384.882452,39.802068,77.551399,7.485871,1
78217,3,69.142643,9.818513,365.0,27.738967,0.0,35.23893,445.220872,38.617495,76.096714,7.422957,1
78220,3,63.898854,9.891717,365.0,27.509844,0.0,38.199067,588.703174,37.078817,71.380382,6.756534,1
78221,3,63.48969,9.975116,365.0,27.116773,0.0,16.483653,483.386447,39.768393,72.914016,6.678313,1
78222,3,61.594157,10.188022,365.0,26.588407,0.0,6.415695,286.581206,43.783746,73.922215,6.393151,1
78223,3,56.824779,10.333686,365.0,26.304729,0.0,4.065836,248.484328,45.179703,73.217932,6.515167,1
78224,3,54.838264,10.539399,365.0,26.088041,0.0,6.923556,284.689871,46.114775,73.334199,6.770903,1
78225,3,54.82624,10.525056,365.0,26.144464,0.0,4.064404,259.813421,45.41198,74.251693,7.118695,1
78226,7,53.074573,10.503799,365.0,26.115643,0.0,2.806182,223.358472,44.608163,74.016592,7.528288,1
78227,7,49.462687,10.466637,365.0,25.932805,0.0,4.242708,222.602609,43.031953,72.649727,8.046063,1
78228,7,51.052393,10.43609,365.0,25.546575,0.0,9.566805,287.558097,40.146989,70.647833,8.302348,1
78229,7,51.915145,10.40294,365.0,25.115665,0.0,8.208534,313.418353,39.815228,69.88225,8.056422,1
78230,7,51.658288,10.299395,365.0,24.208804,0.0,7.270566,357.72159,38.151165,67.983368,8.153358,1
78231,7,51.775964,10.20157,364.985719,23.222915,0.0,6.915472,419.878706,36.881615,67.772561,7.969213,1
78232,7,51.771128,10.094521,364.866755,22.369641,0.0,7.344346,421.638797,36.362018,68.716887,7.659039,1
78233,7,51.664218,10.068939,364.639074,21.667051,0.0,6.367249,578.901859,37.23375,69.176125,7.389929,1
78234,4,51.447334,10.005017,364.495814,21.339801,0.0,6.682472,620.120725,39.190735,68.710519,7.345484,1
78235,4,51.300738,9.978288,364.14398,21.025074,0.00311,7.795388,732.139881,41.696974,67.691322,7.166113,1
